title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro,source_url,updated_at
医学影像技师,深圳-南山区,6-13K,深圳医药智能制造有限公司,"医药制造,医疗健康,生命科学",1000-9999人,民营,CP-J-DGS-001-01,"岗位方向：医药/健康/生命科学。负责医学影像设备操作、图像采集与质量控制，强调设备操作规范性、影像解剖知识和患者沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握影像设备操作、放射防护、影像解剖、图像质量控制、PACS系统、患者沟通，具备学习能力、沟通协作意识和结果交付意识。
加分项：放射技师证、医学影像资格，或有校内项目、竞赛、实习、社会实践经历。",深圳医药智能制造有限公司面向应届生和初级人才提供医药/健康/生命科学方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-DGS-001-01,2026-05-02
助理医学影像技师,杭州-西湖区,5-12K,杭州医药现代服务有限公司,"医药制造,医疗健康,生命科学",1000-9999人,国企,CP-J-DGS-001-02,"岗位方向：医药/健康/生命科学。负责医学影像设备操作、图像采集与质量控制，强调设备操作规范性、影像解剖知识和患者沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握影像设备操作、放射防护、影像解剖、图像质量控制、PACS系统、患者沟通，具备学习能力、沟通协作意识和结果交付意识。
加分项：放射技师证、医学影像资格，或有校内项目、竞赛、实习、社会实践经历。",杭州医药现代服务有限公司面向应届生和初级人才提供医药/健康/生命科学方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-DGS-001-02,2026-05-02
医学影像技师实习生,成都-高新区,9-18K,成都医药创新科技有限公司,"医药制造,医疗健康,生命科学",1000-9999人,上市公司,CP-J-DGS-001-03,"岗位方向：医药/健康/生命科学。负责医学影像设备操作、图像采集与质量控制，强调设备操作规范性、影像解剖知识和患者沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握影像设备操作、放射防护、影像解剖、图像质量控制、PACS系统、患者沟通，具备学习能力、沟通协作意识和结果交付意识。
加分项：放射技师证、医学影像资格，或有校内项目、竞赛、实习、社会实践经历。",成都医药创新科技有限公司面向应届生和初级人才提供医药/健康/生命科学方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-DGS-001-03,2026-05-02
物流管理,杭州-西湖区,7-11K,杭州供应链现代服务有限公司,"物流运输,供应链服务,仓储配送",20-99人,民营,CP-J-LOG-001-01,"岗位方向：供应链/物流/采购。负责仓储管理、运输调度、配送优化与物流成本控制，强调计划能力、现场管理和服务意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握仓储管理、运输管理、WMS系统、路线优化、成本控制、团队管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：物流师、供应链管理师，或有校内项目、竞赛、实习、社会实践经历。",杭州供应链现代服务有限公司面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-LOG-001-01,2026-05-02
助理物流管理,成都-高新区,6-10K,成都供应链创新科技有限公司,"物流运输,供应链服务,仓储配送",20-99人,国企,CP-J-LOG-001-02,"岗位方向：供应链/物流/采购。负责仓储管理、运输调度、配送优化与物流成本控制，强调计划能力、现场管理和服务意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握仓储管理、运输管理、WMS系统、路线优化、成本控制、团队管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：物流师、供应链管理师，或有校内项目、竞赛、实习、社会实践经历。",成都供应链创新科技有限公司面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-LOG-001-02,2026-05-02
物流管理管培生,武汉-光谷,10-16K,武汉供应链产业发展集团,"物流运输,供应链服务,仓储配送",20-99人,上市公司,CP-J-LOG-001-03,"岗位方向：供应链/物流/采购。负责仓储管理、运输调度、配送优化与物流成本控制，强调计划能力、现场管理和服务意识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握仓储管理、运输管理、WMS系统、路线优化、成本控制、团队管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：物流师、供应链管理师，或有校内项目、竞赛、实习、社会实践经历。",武汉供应链产业发展集团面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-LOG-001-03,2026-05-02
采购专员,成都-高新区,8-13K,成都供应链创新科技有限公司,"物流运输,供应链服务,仓储配送",100-299人,民营,CP-J-PRC-001-01,"岗位方向：供应链/物流/采购。负责供应商开发、采购谈判、合同管理与来料质量跟进，强调谈判能力、成本意识和供应商管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握供应商管理、采购谈判、合同管理、成本分析、ERP系统、来料检验，具备学习能力、沟通协作意识和结果交付意识。
加分项：采购师、供应链管理师，或有校内项目、竞赛、实习、社会实践经历。",成都供应链创新科技有限公司面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PRC-001-01,2026-05-02
助理采购专员,武汉-光谷,7-12K,武汉供应链产业发展集团,"物流运输,供应链服务,仓储配送",100-299人,国企,CP-J-PRC-001-02,"岗位方向：供应链/物流/采购。负责供应商开发、采购谈判、合同管理与来料质量跟进，强调谈判能力、成本意识和供应商管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握供应商管理、采购谈判、合同管理、成本分析、ERP系统、来料检验，具备学习能力、沟通协作意识和结果交付意识。
加分项：采购师、供应链管理师，或有校内项目、竞赛、实习、社会实践经历。",武汉供应链产业发展集团面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PRC-001-02,2026-05-02
采购实习专员,西安-高新区,11-18K,西安供应链咨询服务有限公司,"物流运输,供应链服务,仓储配送",100-299人,上市公司,CP-J-PRC-001-03,"岗位方向：供应链/物流/采购。负责供应商开发、采购谈判、合同管理与来料质量跟进，强调谈判能力、成本意识和供应商管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握供应商管理、采购谈判、合同管理、成本分析、ERP系统、来料检验，具备学习能力、沟通协作意识和结果交付意识。
加分项：采购师、供应链管理师，或有校内项目、竞赛、实习、社会实践经历。",西安供应链咨询服务有限公司面向应届生和初级人才提供供应链/物流/采购方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PRC-001-03,2026-05-02
航空维修工程师,武汉-光谷,9-15K,武汉智能制造产业发展集团,"智能制造,机械设备,建筑工程,航空航天",500-999人,民营,CP-J-AVT-001-01,"岗位方向：智能制造/工程技术。负责航空器定期检修、故障排除、适航管理与维修记录，强调安全意识、技术规范和细致性。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握航空维修、适航管理、故障诊断、技术手册、工具使用、安全规范，具备学习能力、沟通协作意识和结果交付意识。
加分项：民用航空器维修人员执照、机型授权，或有校内项目、竞赛、实习、社会实践经历。",武汉智能制造产业发展集团面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AVT-001-01,2026-05-02
助理航空维修工程师,西安-高新区,8-14K,西安智能制造咨询服务有限公司,"智能制造,机械设备,建筑工程,航空航天",500-999人,国企,CP-J-AVT-001-02,"岗位方向：智能制造/工程技术。负责航空器定期检修、故障排除、适航管理与维修记录，强调安全意识、技术规范和细致性。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握航空维修、适航管理、故障诊断、技术手册、工具使用、安全规范，具备学习能力、沟通协作意识和结果交付意识。
加分项：民用航空器维修人员执照、机型授权，或有校内项目、竞赛、实习、社会实践经历。",西安智能制造咨询服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AVT-001-02,2026-05-02
航空维修实习工程师,南京-江宁区,12-20K,南京智能制造智能制造有限公司,"智能制造,机械设备,建筑工程,航空航天",500-999人,上市公司,CP-J-AVT-001-03,"岗位方向：智能制造/工程技术。负责航空器定期检修、故障排除、适航管理与维修记录，强调安全意识、技术规范和细致性。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握航空维修、适航管理、故障诊断、技术手册、工具使用、安全规范，具备学习能力、沟通协作意识和结果交付意识。
加分项：民用航空器维修人员执照、机型授权，或有校内项目、竞赛、实习、社会实践经历。",南京智能制造智能制造有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AVT-001-03,2026-05-02
管理咨询顾问,西安-高新区,10-17K,西安综合管理咨询服务有限公司,"专业服务,企业服务,综合管理",1000-9999人,民营,CP-J-CON-001-01,"岗位方向：综合管理/专业服务。负责企业战略诊断、管理问题分析、解决方案设计与实施辅导，强调逻辑分析、结构化思维与客户沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握战略分析、数据分析、PPT制作、访谈技巧、行业研究、项目管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：PMP、CFA/CPA（加分），或有校内项目、竞赛、实习、社会实践经历。",西安综合管理咨询服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CON-001-01,2026-05-02
助理管理咨询顾问,南京-江宁区,9-16K,南京综合管理智能制造有限公司,"专业服务,企业服务,综合管理",1000-9999人,国企,CP-J-CON-001-02,"岗位方向：综合管理/专业服务。负责企业战略诊断、管理问题分析、解决方案设计与实施辅导，强调逻辑分析、结构化思维与客户沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握战略分析、数据分析、PPT制作、访谈技巧、行业研究、项目管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：PMP、CFA/CPA（加分），或有校内项目、竞赛、实习、社会实践经历。",南京综合管理智能制造有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CON-001-02,2026-05-02
管理咨询顾问管培生,苏州-工业园区,13-22K,苏州综合管理现代服务有限公司,"专业服务,企业服务,综合管理",1000-9999人,上市公司,CP-J-CON-001-03,"岗位方向：综合管理/专业服务。负责企业战略诊断、管理问题分析、解决方案设计与实施辅导，强调逻辑分析、结构化思维与客户沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握战略分析、数据分析、PPT制作、访谈技巧、行业研究、项目管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：PMP、CFA/CPA（加分），或有校内项目、竞赛、实习、社会实践经历。",苏州综合管理现代服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CON-001-03,2026-05-02
翻译/本地化,南京-江宁区,11-15K,南京综合管理智能制造有限公司,"专业服务,企业服务,综合管理",20-99人,民营,CP-J-TRL-001-01,"岗位方向：综合管理/专业服务。负责文档翻译、软件/网站本地化、口译与术语管理，强调双语能力、文化理解和专业领域知识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握笔译、口译、CAT工具、术语管理、跨文化沟通、本地化工程，具备学习能力、沟通协作意识和结果交付意识。
加分项：CATTI翻译资格、语水平证书，或有校内项目、竞赛、实习、社会实践经历。",南京综合管理智能制造有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-TRL-001-01,2026-05-02
助理翻译,苏州-工业园区,10-14K,苏州综合管理现代服务有限公司,"专业服务,企业服务,综合管理",20-99人,国企,CP-J-TRL-001-02,"岗位方向：综合管理/专业服务。负责文档翻译、软件/网站本地化、口译与术语管理，强调双语能力、文化理解和专业领域知识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握笔译、口译、CAT工具、术语管理、跨文化沟通、本地化工程，具备学习能力、沟通协作意识和结果交付意识。
加分项：CATTI翻译资格、语水平证书，或有校内项目、竞赛、实习、社会实践经历。",苏州综合管理现代服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-TRL-001-02,2026-05-02
翻译管培生,天津-滨海新区,14-20K,天津综合管理创新科技有限公司,"专业服务,企业服务,综合管理",20-99人,上市公司,CP-J-TRL-001-03,"岗位方向：综合管理/专业服务。负责文档翻译、软件/网站本地化、口译与术语管理，强调双语能力、文化理解和专业领域知识。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握笔译、口译、CAT工具、术语管理、跨文化沟通、本地化工程，具备学习能力、沟通协作意识和结果交付意识。
加分项：CATTI翻译资格、语水平证书，或有校内项目、竞赛、实习、社会实践经历。",天津综合管理创新科技有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-TRL-001-03,2026-05-02
外贸专员,苏州-工业园区,12-17K,苏州销售现代服务有限公司,"企业服务,贸易/进出口,客户服务",100-299人,民营,CP-J-TRD-001-01,"岗位方向：销售/商务/客户。负责外贸订单跟进、客户开发、报关单证与跨境物流协调，强调英语能力、贸易知识和跨文化商务能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握国际贸易、外贸单证、报关流程、英语商务邮件、跨境电商、信用证，具备学习能力、沟通协作意识和结果交付意识。
加分项：报关员、外销员，或有校内项目、竞赛、实习、社会实践经历。",苏州销售现代服务有限公司面向应届生和初级人才提供销售/商务/客户方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-TRD-001-01,2026-05-02
助理外贸专员,天津-滨海新区,11-16K,天津销售创新科技有限公司,"企业服务,贸易/进出口,客户服务",100-299人,国企,CP-J-TRD-001-02,"岗位方向：销售/商务/客户。负责外贸订单跟进、客户开发、报关单证与跨境物流协调，强调英语能力、贸易知识和跨文化商务能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握国际贸易、外贸单证、报关流程、英语商务邮件、跨境电商、信用证，具备学习能力、沟通协作意识和结果交付意识。
加分项：报关员、外销员，或有校内项目、竞赛、实习、社会实践经历。",天津销售创新科技有限公司面向应届生和初级人才提供销售/商务/客户方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-TRD-001-02,2026-05-02
外贸实习专员,重庆-渝北区,15-22K,重庆销售产业发展集团,"企业服务,贸易/进出口,客户服务",100-299人,上市公司,CP-J-TRD-001-03,"岗位方向：销售/商务/客户。负责外贸订单跟进、客户开发、报关单证与跨境物流协调，强调英语能力、贸易知识和跨文化商务能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握国际贸易、外贸单证、报关流程、英语商务邮件、跨境电商、信用证，具备学习能力、沟通协作意识和结果交付意识。
加分项：报关员、外销员，或有校内项目、竞赛、实习、社会实践经历。",重庆销售产业发展集团面向应届生和初级人才提供销售/商务/客户方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-TRD-001-03,2026-05-02
酒店管理培训生,天津-滨海新区,13-19K,天津教育创新科技有限公司,"教育培训,科研服务,在线教育",500-999人,民营,CP-J-HOT-001-01,"岗位方向：教育/培训/科研。在酒店各部门轮岗学习，培养为酒店管理人才，强调服务意识、跨部门协作和多语言沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握客户服务、前台运营、餐饮服务、客房管理、英语沟通、投诉处理，具备学习能力、沟通协作意识和结果交付意识。
加分项：酒店管理资格、英语等级证书，或有校内项目、竞赛、实习、社会实践经历。",天津教育创新科技有限公司面向应届生和初级人才提供教育/培训/科研方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-HOT-001-01,2026-05-02
助理酒店管理培训生,重庆-渝北区,12-18K,重庆教育产业发展集团,"教育培训,科研服务,在线教育",500-999人,国企,CP-J-HOT-001-02,"岗位方向：教育/培训/科研。在酒店各部门轮岗学习，培养为酒店管理人才，强调服务意识、跨部门协作和多语言沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握客户服务、前台运营、餐饮服务、客房管理、英语沟通、投诉处理，具备学习能力、沟通协作意识和结果交付意识。
加分项：酒店管理资格、英语等级证书，或有校内项目、竞赛、实习、社会实践经历。",重庆教育产业发展集团面向应届生和初级人才提供教育/培训/科研方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-HOT-001-02,2026-05-02
酒店管理培训生管培生,北京-海淀区,16-24K,北京教育咨询服务有限公司,"教育培训,科研服务,在线教育",500-999人,上市公司,CP-J-HOT-001-03,"岗位方向：教育/培训/科研。在酒店各部门轮岗学习，培养为酒店管理人才，强调服务意识、跨部门协作和多语言沟通能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握客户服务、前台运营、餐饮服务、客房管理、英语沟通、投诉处理，具备学习能力、沟通协作意识和结果交付意识。
加分项：酒店管理资格、英语等级证书，或有校内项目、竞赛、实习、社会实践经历。",北京教育咨询服务有限公司面向应届生和初级人才提供教育/培训/科研方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-HOT-001-03,2026-05-02
房地产策划,重庆-渝北区,14-21K,重庆综合管理产业发展集团,"专业服务,企业服务,综合管理",1000-9999人,民营,CP-J-RST-001-01,"岗位方向：综合管理/专业服务。负责楼盘营销策划、市场定位、推广方案与竞品分析，强调市场洞察、策划能力和数据分析。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握市场调研、项目定位、营销策划、竞品分析、数据分析、推广方案，具备学习能力、沟通协作意识和结果交付意识。
加分项：房地产策划师、市场营销师，或有校内项目、竞赛、实习、社会实践经历。",重庆综合管理产业发展集团面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-RST-001-01,2026-05-02
助理房地产策划,北京-海淀区,13-20K,北京综合管理咨询服务有限公司,"专业服务,企业服务,综合管理",1000-9999人,国企,CP-J-RST-001-02,"岗位方向：综合管理/专业服务。负责楼盘营销策划、市场定位、推广方案与竞品分析，强调市场洞察、策划能力和数据分析。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握市场调研、项目定位、营销策划、竞品分析、数据分析、推广方案，具备学习能力、沟通协作意识和结果交付意识。
加分项：房地产策划师、市场营销师，或有校内项目、竞赛、实习、社会实践经历。",北京综合管理咨询服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-RST-001-02,2026-05-02
房地产策划管培生,上海-浦东新区,17-26K,上海综合管理智能制造有限公司,"专业服务,企业服务,综合管理",1000-9999人,上市公司,CP-J-RST-001-03,"岗位方向：综合管理/专业服务。负责楼盘营销策划、市场定位、推广方案与竞品分析，强调市场洞察、策划能力和数据分析。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握市场调研、项目定位、营销策划、竞品分析、数据分析、推广方案，具备学习能力、沟通协作意识和结果交付意识。
加分项：房地产策划师、市场营销师，或有校内项目、竞赛、实习、社会实践经历。",上海综合管理智能制造有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-RST-001-03,2026-05-02
食品安全/质量管理,北京-海淀区,6-10K,北京智能制造咨询服务有限公司,"智能制造,机械设备,建筑工程,航空航天",20-99人,民营,CP-J-FDQ-001-01,"岗位方向：智能制造/工程技术。负责食品安全体系管理、原料检验、生产过程监控与合规审核，强调食品安全法规、检验技能和质量管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握食品安全法规、HACCP、质量检验、ISO22000、实验室管理、供应商审核，具备学习能力、沟通协作意识和结果交付意识。
加分项：食品安全管理员、质量工程师，或有校内项目、竞赛、实习、社会实践经历。",北京智能制造咨询服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FDQ-001-01,2026-05-02
助理食品安全,上海-浦东新区,5-9K,上海智能制造智能制造有限公司,"智能制造,机械设备,建筑工程,航空航天",20-99人,国企,CP-J-FDQ-001-02,"岗位方向：智能制造/工程技术。负责食品安全体系管理、原料检验、生产过程监控与合规审核，强调食品安全法规、检验技能和质量管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握食品安全法规、HACCP、质量检验、ISO22000、实验室管理、供应商审核，具备学习能力、沟通协作意识和结果交付意识。
加分项：食品安全管理员、质量工程师，或有校内项目、竞赛、实习、社会实践经历。",上海智能制造智能制造有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FDQ-001-02,2026-05-02
食品安全管培生,广州-天河区,9-15K,广州智能制造现代服务有限公司,"智能制造,机械设备,建筑工程,航空航天",20-99人,上市公司,CP-J-FDQ-001-03,"岗位方向：智能制造/工程技术。负责食品安全体系管理、原料检验、生产过程监控与合规审核，强调食品安全法规、检验技能和质量管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握食品安全法规、HACCP、质量检验、ISO22000、实验室管理、供应商审核，具备学习能力、沟通协作意识和结果交付意识。
加分项：食品安全管理员、质量工程师，或有校内项目、竞赛、实习、社会实践经历。",广州智能制造现代服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FDQ-001-03,2026-05-02
健身教练,上海-浦东新区,7-12K,上海文旅智能制造有限公司,"文旅服务,酒店餐饮,体育产业",100-299人,民营,CP-J-FIT-001-01,"岗位方向：文旅/酒店/餐饮/体育。负责健身方案设计、动作指导、体测评估与会员关系维护，强调运动科学知识、沟通能力和体魄。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握运动解剖学、训练计划设计、营养指导、体测评估、私教课程、团体课教学，具备学习能力、沟通协作意识和结果交付意识。
加分项：健身教练国家职业资格、ACE/NASM认证，或有校内项目、竞赛、实习、社会实践经历。",上海文旅智能制造有限公司面向应届生和初级人才提供文旅/酒店/餐饮/体育方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FIT-001-01,2026-05-02
助理健身教练,广州-天河区,6-11K,广州文旅现代服务有限公司,"文旅服务,酒店餐饮,体育产业",100-299人,国企,CP-J-FIT-001-02,"岗位方向：文旅/酒店/餐饮/体育。负责健身方案设计、动作指导、体测评估与会员关系维护，强调运动科学知识、沟通能力和体魄。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握运动解剖学、训练计划设计、营养指导、体测评估、私教课程、团体课教学，具备学习能力、沟通协作意识和结果交付意识。
加分项：健身教练国家职业资格、ACE/NASM认证，或有校内项目、竞赛、实习、社会实践经历。",广州文旅现代服务有限公司面向应届生和初级人才提供文旅/酒店/餐饮/体育方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FIT-001-02,2026-05-02
健身教练管培生,深圳-南山区,10-17K,深圳文旅创新科技有限公司,"文旅服务,酒店餐饮,体育产业",100-299人,上市公司,CP-J-FIT-001-03,"岗位方向：文旅/酒店/餐饮/体育。负责健身方案设计、动作指导、体测评估与会员关系维护，强调运动科学知识、沟通能力和体魄。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握运动解剖学、训练计划设计、营养指导、体测评估、私教课程、团体课教学，具备学习能力、沟通协作意识和结果交付意识。
加分项：健身教练国家职业资格、ACE/NASM认证，或有校内项目、竞赛、实习、社会实践经历。",深圳文旅创新科技有限公司面向应届生和初级人才提供文旅/酒店/餐饮/体育方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-FIT-001-03,2026-05-02
农业技术员,广州-天河区,8-14K,广州农业现代服务有限公司,"现代农业,食品制造,环保服务,化工",500-999人,民营,CP-J-AGR-001-01,"岗位方向：农业/食品/环境。负责农作物种植技术指导、病虫害防治、土壤分析与产量优化，强调农业知识、实验能力和田间管理经验。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握作物栽培、病虫害防治、土壤分析、农业机械、数据记录、农药使用，具备学习能力、沟通协作意识和结果交付意识。
加分项：农艺师、植保员，或有校内项目、竞赛、实习、社会实践经历。",广州农业现代服务有限公司面向应届生和初级人才提供农业/食品/环境方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AGR-001-01,2026-05-02
助理农业技术员,深圳-南山区,7-13K,深圳农业创新科技有限公司,"现代农业,食品制造,环保服务,化工",500-999人,国企,CP-J-AGR-001-02,"岗位方向：农业/食品/环境。负责农作物种植技术指导、病虫害防治、土壤分析与产量优化，强调农业知识、实验能力和田间管理经验。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握作物栽培、病虫害防治、土壤分析、农业机械、数据记录、农药使用，具备学习能力、沟通协作意识和结果交付意识。
加分项：农艺师、植保员，或有校内项目、竞赛、实习、社会实践经历。",深圳农业创新科技有限公司面向应届生和初级人才提供农业/食品/环境方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AGR-001-02,2026-05-02
农业技术员管培生,杭州-西湖区,11-19K,杭州农业产业发展集团,"现代农业,食品制造,环保服务,化工",500-999人,上市公司,CP-J-AGR-001-03,"岗位方向：农业/食品/环境。负责农作物种植技术指导、病虫害防治、土壤分析与产量优化，强调农业知识、实验能力和田间管理经验。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握作物栽培、病虫害防治、土壤分析、农业机械、数据记录、农药使用，具备学习能力、沟通协作意识和结果交付意识。
加分项：农艺师、植保员，或有校内项目、竞赛、实习、社会实践经历。",杭州农业产业发展集团面向应届生和初级人才提供农业/食品/环境方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-AGR-001-03,2026-05-02
