title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro
AI 算法工程师,深圳,10-15K,样例企业3993,智能制造,100-499人,国企,J-AI-001-03993,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,成都,11-16K,样例企业3994,教育科技,500-999人,民营,J-OPS-001-03994,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,西安,12-17K,样例企业3995,教育科技,1000-9999人,上市公司,J-UI-001-03995,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,杭州,13-18K,样例企业3996,智能制造,100-499人,民营,J-PM-001-03996,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,上海,8-13K,样例企业3997,信息化服务,500-999人,民营,J-FE-001-03997,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,北京,9-14K,样例企业3998,金融科技,100-499人,上市公司,J-BE-001-03998,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,上海,10-15K,样例企业3999,信息化服务,100-499人,国企,J-FS-001-03999,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,北京,11-16K,样例企业4000,金融科技,1000-9999人,国企,J-QA-001-04000,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业4001,教育科技,1000-9999人,上市公司,J-QD-001-04001,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,西安,13-18K,样例企业4002,互联网,1000-9999人,民营,J-DA-001-04002,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,深圳,8-13K,样例企业4003,教育科技,100-499人,民营,J-DE-001-04003,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,上海,9-14K,样例企业4004,互联网,1000-9999人,上市公司,J-DPM-001-04004,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,杭州,10-15K,样例企业4005,互联网,1000-9999人,民营,J-AI-001-04005,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,成都,11-16K,样例企业4006,信息化服务,1000-9999人,上市公司,J-OPS-001-04006,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,杭州,12-17K,样例企业4007,智能制造,500-999人,民营,J-UI-001-04007,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,杭州,13-18K,样例企业4008,智能制造,1000-9999人,国企,J-PM-001-04008,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业4009,金融科技,500-999人,国企,J-FE-001-04009,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,上海,9-14K,样例企业4010,信息化服务,1000-9999人,国企,J-BE-001-04010,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业4011,教育科技,500-999人,上市公司,J-FS-001-04011,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,杭州,11-16K,样例企业4012,信息化服务,100-499人,国企,J-QA-001-04012,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,深圳,12-17K,样例企业4013,信息化服务,100-499人,国企,J-QD-001-04013,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业4014,智能制造,100-499人,国企,J-DA-001-04014,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,成都,8-13K,样例企业4015,金融科技,1000-9999人,民营,J-DE-001-04015,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,成都,9-14K,样例企业4016,信息化服务,1000-9999人,民营,J-DPM-001-04016,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,深圳,10-15K,样例企业4017,智能制造,500-999人,上市公司,J-AI-001-04017,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,上海,11-16K,样例企业4018,教育科技,500-999人,上市公司,J-OPS-001-04018,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,北京,12-17K,样例企业4019,互联网,500-999人,上市公司,J-UI-001-04019,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业4020,信息化服务,500-999人,上市公司,J-PM-001-04020,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业4021,智能制造,100-499人,上市公司,J-FE-001-04021,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,西安,9-14K,样例企业4022,智能制造,100-499人,上市公司,J-BE-001-04022,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业4023,互联网,500-999人,国企,J-FS-001-04023,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,杭州,11-16K,样例企业4024,智能制造,1000-9999人,上市公司,J-QA-001-04024,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,西安,12-17K,样例企业4025,信息化服务,1000-9999人,国企,J-QD-001-04025,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,深圳,13-18K,样例企业4026,金融科技,500-999人,民营,J-DA-001-04026,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,西安,8-13K,样例企业4027,金融科技,1000-9999人,上市公司,J-DE-001-04027,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,杭州,9-14K,样例企业4028,教育科技,1000-9999人,民营,J-DPM-001-04028,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,成都,10-15K,样例企业4029,信息化服务,500-999人,上市公司,J-AI-001-04029,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,西安,11-16K,样例企业4030,信息化服务,1000-9999人,国企,J-OPS-001-04030,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,西安,12-17K,样例企业4031,互联网,1000-9999人,民营,J-UI-001-04031,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,北京,13-18K,样例企业4032,信息化服务,500-999人,民营,J-PM-001-04032,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业4033,智能制造,500-999人,民营,J-FE-001-04033,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,成都,9-14K,样例企业4034,信息化服务,500-999人,上市公司,J-BE-001-04034,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业4035,教育科技,100-499人,民营,J-FS-001-04035,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,西安,11-16K,样例企业4036,教育科技,100-499人,民营,J-QA-001-04036,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业4037,智能制造,500-999人,民营,J-QD-001-04037,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,西安,13-18K,样例企业4038,金融科技,500-999人,上市公司,J-DA-001-04038,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,上海,8-13K,样例企业4039,金融科技,500-999人,上市公司,J-DE-001-04039,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,深圳,9-14K,样例企业4040,金融科技,1000-9999人,国企,J-DPM-001-04040,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,北京,10-15K,样例企业4041,金融科技,500-999人,国企,J-AI-001-04041,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业4042,金融科技,1000-9999人,国企,J-OPS-001-04042,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,北京,12-17K,样例企业4043,信息化服务,100-499人,上市公司,J-UI-001-04043,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,上海,13-18K,样例企业4044,教育科技,500-999人,上市公司,J-PM-001-04044,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,上海,8-13K,样例企业4045,教育科技,1000-9999人,上市公司,J-FE-001-04045,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,西安,9-14K,样例企业4046,金融科技,1000-9999人,民营,J-BE-001-04046,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业4047,教育科技,1000-9999人,上市公司,J-FS-001-04047,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,上海,11-16K,样例企业4048,信息化服务,1000-9999人,民营,J-QA-001-04048,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业4049,教育科技,1000-9999人,民营,J-QD-001-04049,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业4050,教育科技,1000-9999人,上市公司,J-DA-001-04050,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,上海,8-13K,样例企业4051,智能制造,1000-9999人,上市公司,J-DE-001-04051,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,上海,9-14K,样例企业4052,智能制造,1000-9999人,上市公司,J-DPM-001-04052,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,成都,10-15K,样例企业4053,教育科技,100-499人,国企,J-AI-001-04053,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,杭州,11-16K,样例企业4054,智能制造,100-499人,民营,J-OPS-001-04054,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,上海,12-17K,样例企业4055,互联网,500-999人,上市公司,J-UI-001-04055,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,西安,13-18K,样例企业4056,互联网,100-499人,国企,J-PM-001-04056,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,杭州,8-13K,样例企业4057,智能制造,500-999人,民营,J-FE-001-04057,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,西安,9-14K,样例企业4058,教育科技,100-499人,上市公司,J-BE-001-04058,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业4059,教育科技,500-999人,国企,J-FS-001-04059,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,北京,11-16K,样例企业4060,智能制造,100-499人,上市公司,J-QA-001-04060,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,杭州,12-17K,样例企业4061,智能制造,1000-9999人,国企,J-QD-001-04061,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业4062,智能制造,1000-9999人,民营,J-DA-001-04062,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,深圳,8-13K,样例企业4063,金融科技,100-499人,国企,J-DE-001-04063,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,西安,9-14K,样例企业4064,智能制造,500-999人,国企,J-DPM-001-04064,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,上海,10-15K,样例企业4065,互联网,100-499人,国企,J-AI-001-04065,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,北京,11-16K,样例企业4066,金融科技,1000-9999人,上市公司,J-OPS-001-04066,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,杭州,12-17K,样例企业4067,信息化服务,1000-9999人,民营,J-UI-001-04067,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业4068,金融科技,100-499人,民营,J-PM-001-04068,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,西安,8-13K,样例企业4069,互联网,500-999人,民营,J-FE-001-04069,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,成都,9-14K,样例企业4070,教育科技,500-999人,民营,J-BE-001-04070,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,深圳,10-15K,样例企业4071,互联网,1000-9999人,上市公司,J-FS-001-04071,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,成都,11-16K,样例企业4072,信息化服务,500-999人,民营,J-QA-001-04072,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业4073,互联网,1000-9999人,上市公司,J-QD-001-04073,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,西安,13-18K,样例企业4074,智能制造,500-999人,上市公司,J-DA-001-04074,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,成都,8-13K,样例企业4075,互联网,100-499人,上市公司,J-DE-001-04075,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,深圳,9-14K,样例企业4076,信息化服务,100-499人,国企,J-DPM-001-04076,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,上海,10-15K,样例企业4077,金融科技,1000-9999人,国企,J-AI-001-04077,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,西安,11-16K,样例企业4078,互联网,1000-9999人,国企,J-OPS-001-04078,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,成都,12-17K,样例企业4079,金融科技,1000-9999人,上市公司,J-UI-001-04079,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,深圳,13-18K,样例企业4080,互联网,100-499人,民营,J-PM-001-04080,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,上海,8-13K,样例企业4081,智能制造,500-999人,国企,J-FE-001-04081,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,成都,9-14K,样例企业4082,教育科技,1000-9999人,民营,J-BE-001-04082,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
